categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Biscuits|Gavottes|Crêpe Dentelle chocolat Lait Caramel|e|Chocolat au _lait_ 43 %, arôme naturel de vanille), farine de _blé_, sucre, caramel au _lait_ 7 %, beurre pâtissier5 %, _lactose_ et protéines de _lait_, arôme naturel, sel, extrait de malt d'_orge_, poudre à lever : carbonates de sodium. Contient _soja_.|2017|20|50||6|0.67|||||||||||||||||0|lait, lait, lactose, soja, blé, lait, lait, lait, lactose, lait, lait, orge, soja|E322 - Lécithines,E500 - Carbonates de sodium|
Biscuits|Gavottes|Crêpes Dentelle Chocolat au lait & Chocolat noir|e|Farine de _blé_, sucre, chocolat au _lait_ 21 %, arôme naturel de vanille), chocolat noir 21 %, émulsifiant : lécithines, arôme naturel de vanille), beurre pâtissier5 %, _lactose_ et protéines de _lait_, sel, extrait de malt d'_orge_, poudre à lever : carbonates de sodium, lécithines.|2020|20|48||6|0.65|||||||||||||||||0|blé, lait, lait, lactose, soja, lait, soja, lait, lactose, lait, orge, soja|E322 - Lécithines,E500 - Carbonates de sodium|
Biscuits|Gavottes|Crêpe dentelle - Caramel au Beurre Salé|e|Farine de _blé_, sucre, _beurre_ pâtissier 15%, caramel au _beurre_ salé 10%poudre de _lait_ écrémé, arôme naturel, sel, extrait de malt d’_orge_, émulsifiant : lécithine de _soja_, poudre à lever : carbonate acide de sodium.|1980|18|32|0.41|6.5|1.6002|||||||||||||||||0|blé, beurre, beurre, lait, beurre, lait, orge, soja|E322 - Lécithines,E322i - Lécithine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Gavottes,Loc Maria|Biscuits Assortiment Crêpes Dentelle|e|Farine de _blé_, sucre, chocolat au _lait_, arôme naturel de vanille), chocolat noir, émulsifiant : lécithines, arôme naturel de vanille), _beurre_ pâtissier5%, caramel au _lait_ 3 %, _lactose_ et protéines de _lait_, sel, arôme naturel, extrait de malt d'_orge_, poudre à lever : carbonates de sodium, lécithines.|2013|20|49||5.7|0.43|||||||||||||||||0|blé, lait, lait, soja, beurre, lait, soja, beurre, lait, lait, lait, lactose, lait, lait, orge, soja|E322 - Lécithines,E500 - Carbonates de sodium|
Biscuits|Gavottes,Loc Maria|Crêpes Feuilletées Chèvre & Graines de Pavot|e|Farine de _blé_, maltodextrine, arôme naturel de fromage de chèvre 9%, graisse végétale, extrait de malt d'orge, sel de Guérande, graines de pavot 1%, émulsifiant : lécithines.|1835|14|4.4||7|2.43|||||||||||||||||0|blé, lait|E322 - Lécithines|
Biscuits|Gavottes,Loc Maria Biscuits|Crêpe dentelle, chocolat au lait, chocolat noir|e|Farine de _blé_, sucre, chocolat au _lait_ 21%, arôme naturel de vanille), chocolat noir 21%, émulsifiant : lécithines, arôme naturel de vanille), beurre pâtissier5%, _lactose_ et protéines de _lait_, sel, extrait de malt d'_orge_, poudre à lever : carbonates de sodium. Contient : _soja_.|2017|21|48||6|0.63|||||||||||||||||0|blé, lait, lait, lactose, soja, lait, soja, lait, lactose, lait, orge, soja|E322 - Lécithines,E500 - Carbonates de sodium|
Biscuits|Georges Blanc|Palets Pur Beurre|e|Farine de _blé_, beurre frais de baratte, 36% sucre, jaunes d'_oeufs_, sel de Guérande, poudre à lever.|3925|52|52|3|10|1.30048|0.0002||||0|||||||0|||0.001||0|blé, lait, oeufs|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Gerblé|Galettes aux graines|c|Fécule de pomme de terre, farine de maïs, sucre de canne, huile de tournesol, amidon de maïs, maltodextrine, graines de pavot 2.2 %, graines de _sésame_ décortiquées 2.2 %, graines de lin 2.2 %, émulsifiant, dextrose, son de quinoa, épaississant, fibres de bambou, poudres à lever, sel, arôme naturel.|1913|16|16|4|3.8|0.56|||||||||||||||||0|sésame|E322 - Lécithines,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerblé|Biscuit Sésame chocolat|d|Farine de _blé_ 48.1. pépites de chocolat 16.9%, sucre de canne roux, _sésame_ toasté 9.6%, huile de colza,  germe de _blé_ 5.1%, fibres de chicorée : fructo-oligosaccharides,  arôme naturel de vanille, poudres à lever, calcium, sel de mer, magnésium, protéines de _lait_, émulsifiant :lecithines de colza, amidon de _blé_, vitamines B1. B6. B9. PP et E, dextrose.|1937|20|23|7.5|10|0.5|||0.0052|||0.0004||0.0031|0.00026|7.29e-05||0.26|0.149||||0|blé, soja, sésame, blé, lait, blé, lactose, lait|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|Gerblé|Crousti'Son Miel Sésame|b|Farine intégrale de _blé_ 31.9 %, farine de _blé_ 28.3 %, huile de colza, sucre de canne roux, fibres de chicorée : fructo-oligosaccharides, miel 5.2%, _sésame_ complet toasté 5.2 %, farine de riz, farine d'_avoine_, arôme naturel de vanille, farine de _seigle_, émulsifiant : lécithines de colza, farine de maïs, poudres à lever, sel, _lactosérum_ en poudre, extrait de malt d'_orge_.|1883|17|17|12|8.2|0.31|||||||||||||||||0|blé, blé, sésame, avoine, seigle, lactosérum, orge|E322 - Lécithines,E336 - Tartrates de potassium,E500 - Carbonates de sodium|
Biscuits|Gerblé|Choco magnésium|d|farine de _blé_, sucre, graisse de palme non hydrogénée, poudre de cacao maigre 4.5%, huile de tournesol, germe de _blé_ 3.5%, _oeuf_ entier concentré, _noisettes_ 2%, paillettes chocolat 1.5%, fructose, magnésium, poudres à lever : tartrates de potassium et carbonates d'ammonium, protéines de _lait_, arôme naturel de vanille, émulsifiant : lécithine de _soja_, sel de mer, vitamine B6.|1979|22|37|3.6|6.9|0.16|||||||||0.002||||0.211||||0|blé, blé, oeuf, noisettes, laitière, soja, lait, soja, blé, blé, oeuf, noisettes, laitière, soja, lait, soja|E322 - Lécithines,E322i - Lécithine,E336 - Tartrates de potassium,E503 - Carbonates d'ammonium|
Biscuits|Gerblé|Sablé cranberry au germe de riz|c|Farine de blé, riz, avoine, seigle et maïs, huile de colza, sucre, germe de riz 5.5%, fibre de blé, amidon de blé, cranberries séchées 3.1%, feuilles de rooibosfermentées, poudres à lever, émulsifiant : lécithines de colza, arôme naturel, sel, poudre de lactosérum, extrait de malt dlorge, vitamine E. Fabriqué dans un atelier qui utilise des fruits à coque, du soja, des oeufs et du lupin.|1929|17|16|4.8|6.7|0.6|||0.0058||||||||||||||0||E307 - Alphatocophérol,E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|Gerblé|Sablé Nature|b|Farine de _blé_, édulcorant : maltitols d'origine végétale, huile de colza, amidon de _blé_, fibre de _blé_, poudres à lever, arômes naturels, émulsifiant : lécithines de colza, sel marin.|1745|15|0.5|5.2|5.8|0.8|||||||||||||||||0|blé, blé, blé|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium,E965 - Maltitol,E965i - Maltitol|
Biscuits|Gerblé|Sablé Noix de Pécan au Sirop d'Érable|c|Farine complète de _blé_, farine de _blé_, huile de colza, sirop d’érable 9.5%, sucre de canne roux, _noix de pécan_ 5%, ﬁbres de chicorée : fructooligosaccharides, ﬁbre de _blé_, amidon de _blé_, émulsiﬁant : lécithines de colza, ﬁbres d’_avoine_, poudres à lever, acidiﬁant : acide malique, sel de mer.|1824|14|14|11|8.1|0.63|||||||||||||||||0|blé, blé, noix de pécan, blé, blé, avoine|E296 - Acide malique,E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerblé|Goûter aux écorces  confites|b|Farine de _blé_* 62.9%, sucre de canne roux, huile de colza, farine de _soja_, écorces d'orange confites 5.3%, écorces de citron confites 5.3%, fibres de chicorée, fructooligosaccharides, protéines de _lait_, arôme naturel de mandarine, poudre à lever : carbonates d'ammonium. * Blé stocké sans pesticides de synthèse.|1841|14|21|5.8|9.5|0|||||||||||||||||0|en:gluten,en:milk,en:soybeans|E330 - Acide citrique,E503 - Carbonates d'ammonium|
Biscuits|Gerblé,Nutrition et Santé|Biscuit Pavot Citron|c|Farine de blé 60%, huile de colza, sucre de canne roux, graines de pavot bleu 5%, germe de blé 5%, sirop de glucose, fructose, citron 0.9%, farine de riz, magnésium, fibres d'avoine, poudres à lever, émulsifiant: lécithines de colza, farine d'avoine, amidon, farine de seigle, sucre, arôme naturel de citron, farine de maïs, sel, calcium, acidifiant: acide malique, protéines de lait, lactosérum, extrait de malt d'orge, amidon de blé, vitamines B6. B9. D et E.|1900|16|15|4.8|9|0.88||8.7e-07|0.0025||||||0.00027|7.13e-05||0.16|0.2||||0||E296 - Acide malique,E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerblé,Nutrition et Santé S.A.S.|Biscuit Lait Chocolat|d|Farine de _blé_, sucre de canne roux, graisse de palme non hydrogénée, germe de _blé_ 11%, pépites de chocolat 9.5%, _lait_ fermenté écrémé en poudre 2.5%, poudres à lever, calcium, magnésium, sel marin, arôme naturel de vanille, protéines de _lait_, amidon de _blé_, vitamines B1. B6. B9. PP et E, fer.|1933|19|25|4.4|9.2|0.75|||0.0049|||0.00037||0.0035|0.00038|6.3e-05||0.246|0.192||0.0048||1|blé, blé, soja, lait, lait, blé, lactose, lait, blé, blé, soja, lait, lait, blé, lactose, lait, blé, blé, soja, lait, lait, blé, lactose, lait, blé, blé, soja, lait, lait, blé, lactose, lait|E322 - Lécithines,E322i - Lécithine,E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerblé,Nutrition et Santé S.A.S.|Sablé Nature Graines de Chia|c|Farine intégrale de _blé_, farine de _blé_, sucre de canne roux, huile de colza, graines de chia noires 5.5%, fibre de _blé_, amidon de _blé_; flocons d'_avoine_ complet, arômes naturels, poudres à lever,, émulsifiant : lécithines de colza, sel marin.|1925|19|15|9.7|8.4|0.5|||||||||||||||||0|blé, blé, blé, blé, avoine|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|Gerlinéa|Biscuit chocolat céréales|d|Farine de blé 30.5%, graisse de palme non hydrogénée, flocons d'avoine complète 9.9%, protéines de lait, protéines de blé hydrolysées 8.2%, fructooligosaccharides, pépites de chocolat 4.6%, lactosérum en poudre, protéines de pois, arômes naturels, levure désactivée, farine de riz 1.3%, poudres à lever, farine d'avoine 0.8%, calcium, farine de seigle 0.6%, magnésium, arôme, sel, farine de maïs 0.3%, émulsifiant : lécithines de colza, extrait de malt d'orge 0.1%, vitamines B1. B6. B9. E, fer. Fabriqué dans un atelier qui utilise du lupin, des fruits à coque et du soja.|1820|16|15|9.4|23|0.76|||0.0082|||0.0014|||0.0011|0.000321||0.319|0.148||0.0075||1|en:gluten,en:milk,en:soybeans|E150a - Caramel E150a,E322 - Lécithines,E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerlinéa|Ma Pause Gerlinéa Biscuits Chocolat Céréales|d|Farine de _blé_ 30 %, graisse de palme non hydrogénée, flocons d'_avoine_ 10 %, sucre de canne roux, protéines de _lait_, protéines de _blé_ hydrolysées 7.5 %, pépites de chocolat 4.5 %, fructooligosaccharides, arômes, _lactosérum_, protéines de pois, levure désactivée, farine de riz 1.5 %, poudres à lever, farine d'_avoine_ 1%, calcium, farine de _seigle_ 0.5 %, magnésium, sel, farine de maïs 0.3 %, émulsifiant: lécithines de colza, extrait de malt d'_orge_ 0.1 %, sirop de glucose, vitamines B1. B6. B9 et E, fer.|1820|16|15|9.4|23|0.76|||0.0082|||0.0014|||0.0011|0.000321||0.319|0.148||0.0075||1|en:gluten,en:milk,en:soybeans|E322 - Lécithines,E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gerlinéa,Ma Pause Gerlinéa|Gerlinea biscuit saveur vanille citron|d|Farine de blé, sucre de canne roux, graisse de palme non hydrogénée, protéines de lait, protéines de pois, lactosérum, protéines de blé hydrolysées, poudres à lever, arômes citron et vanille, sel marin, sirop de glucose, vitamines B1. B2. B6. B9. PP et E.|1929|17|18|2.2|24|1.1|||0.0082|||0.0013|0.0013|0.015|0.0012|0.00014|||||||1|en:gluten,en:milk|E150a - Caramel E150a,E336 - Tartrates de potassium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Glutabye|Sfogliatine|d|Fécule de pomme de terre, margarine, sucre, _beurre_, huile de colza, _lait_ en poudre, sel, épaississants : gomme de xanthane et de guar, émulsifiant : lécithine de tournesol.|2142|29|25||0.6|1.2|||||||||||||||||0|beurre, lait, lait|E322 - Lécithines,E322i - Lécithine,E412 - Gomme de guar,E415 - Gomme xanthane|
Biscuits|Goulibeur|15 Broyés du Poitou|e|Farine de _blé_, _beurre_ pâtissier 26%, sucre, _œuf _frais, sel de mer.|2240|26.7|21.4|0|5.35|0.543|||||||||||||||||0|blé, beurre||
Biscuits|Graine d'enVie,Terre et Soleil|Palets Bretons Pur Beurre|e|_Beurre_ 30 %, farine de _blé_, sucre de canne blond, _œufs_, sel.|2198|30|34|1.3|6.3|0.74|||||||||||||||||0|en:eggs,en:gluten,en:milk||
Biscuits|Grand Jury|Fins Biscuits Pâtissiers|e|Farine de _blé_, sucre, chocolat au lait 14.7 % [sucre, beurre de cacao, pâte de cacao, poudre de _lait_ écrémé, _lactose_, matière grasse de _lait_ anhydre, _lactosérum_ en poudre, émulsifiant: lécithines], chocolat noir 9.1 % [pâte de cacao, sucre, beurre de cacao, matière grasse de _lait_ anhydre, émulsifiant : lécithines, chocolat blanc 8.4 % [sucre, beurre de cacao, poudre de _lait_ entier, émulsifiant: lécithines], blancs d'_œufs_, _beurre_ concentré, huile de tournesol, graisse de palme, sirop de sucre inverti. noix de coco 1.4 %, amidon de _blé_, graisse de coprah, _œufs_, sel, poudres à lever: carbonates de sodium - carbonates d'ammonium - diphosphates - tartrates de potassium, _poudre de _lait_ écrémé, caramel aromatique en poudre, huile de colza, émulsifiant mono - et diglycérides d'acides gras, _lactosérum_ en poudre, cannelle, jaunes d'_œufs_ en poudre, arômes, poudre d'_amandes_, extrait de malt d'_orge_.|2100|24|39||6.1|0.51|||||||||||||||||1|Œufs,Gluten,Lait,Fruits à coque|E322 - Lécithines,E336 - Tartrates de potassium,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Grand Jury|Petit Beurre Chocolat Noir|e|Chocolat noir 48%, arôme), farine de blé, sucre, beurre pâtissier 6.5%, sirop de glucose - fructose, sel, poudre à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, acidifiant : acide citrique.|2138|23|36|4.3|6.9|0.8|||||||||||||||||0|en:gluten,en:milk|E322 - Lécithines,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Gâteau Dauphinois|Sablé Fourré à la Praline|d|Pâte d'enrobage 60 % : farine de _blé_, _beurre_ concentré 16 %, sucre, _œufs_, sirop de sucre inverti, _lait_, poudre levante, arôme, sel. Fourrage 40 % : sucre, _amandes_, glucose, sirop de sucre, colorants naturels : E120. E160.|1795|13.6|30.8||4.7|0.0064|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts|E120 - Acide carminique,E160 - Caroténoïdes,E160a - Bêta-carotène,E160ai - Bêta-carotène,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Biscuits|Itinéraire des Saveurs,Intermarché|Sablés Pur Beurre aux Pommes|e|Farine de _blé_, sucre, beurre_ 24.5% , cubes de pommes de Normandie 5 %, purée de pomme de Normandie, jus concentré de pomme, humectant: glycérol, fibre de _blé_, gélifiant: pectines, correcteur d'acidité acide citrique, _crème_ fraîche d'Isigny AOP 5 %, arôme naturel, jaunes d'_œufs_ en poudre, sel marin, _œufs_ entiers en poudre, poudre de _lait_ écrémé.|2089|23.2|32||5|0.34|||||||||||||||||0|blé, blé, crème, œufs, œufs, lait|E330 - Acide citrique,E422 - Glycérol,E440 - Pectines|
Biscuits|Jacques Menou|Galettes de Bretagne|e|Farine de _blé_, _beurre_ concentré reconstitué 22 %, sucre, _œufs_, sel, poudre à lever.|2142|26|27.2||5.7|1.3|||||||||||||||||0|blé, beurre, œufs|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Biscuits|Jacques Menou|Palmiers de Bretagnrme|e|Farinede blé, beurre concentré 25%, eau, sucre, sel.|2180|27.7|27.6||5.3|0.9|||||||||||||||||0|||
Biscuits|Jardin Bio,Léa Nature|Sablé gourmand noisette sirop d'érable|d|farine de _blé_, sucre de canne roux, huile de colza, beurre, éclats de _noisettes_ grillées 5 %, _œufs_, sirop d'érable 4 %, poudres à lever : carbonates d'ammonium   et carbonates de sodium, poudre de _lait_ écrémé, acidifiant : acide citrique, sel de Guérande.|2038|21|23|2.2|6.8|0.3|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts|E330 - Acide citrique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Kambly|Amandes nuances de Citron|e|Sucre, farine de _blé_, _amandes_ effilées grillées 15%, _beurre_ 15%, blancs d'_oeuf_, poudre d'_amande_ 6%, _oeufs_, poudre de citron 0.6%, sel, arôme naturel de citron avec autres arômes naturels.|2123|25|37||9.8|0.5|||||||||||||||||0|blé, amandes, beurre, oeuf, amande, oeufs||
Biscuits|Karéléa|Langues de chat diététique|a|farine de blé; édulcorants : maltitols, isomalt; huile de tournesol ; inuline ; poudre de blanc d'œuf,' émulsifiant: lécithines ; sel ; arôme naturel ; poudres à lever : diphosphates, carbonates de sodium. Peut contenir des traces de lait, arachides, fruits à coque, sulfites, soja, sésame, lupin. ? Contient des sucres naturellement présents. ?|1443|9.4|0.4|7.8|6.5|0.97|||||||||||||||||0|en:gluten|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E953 - Isomalt,E965 - Maltitol,E965i - Maltitol|
Biscuits|Kergrist|Galettes Bretonnes|e|Farine de _blé_, sucre, _beurre_ pâtissier, amidon de _blé_, _œufs_ et jaune d'_œufs_, _lait_ écrémé en poudre, sel, poudres à lever : carbonates d'ammonium, carbornates de sodium - diphosphates, arôme.|2025|20|24||7|1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Kersual,Biscuiterie Artisanale de Kersual|Palmiers au Beurre Frais|e|Farine de _blé_, _Beurre_ frais 30 %, Eau, Sucre, Sel.|2155|26.9|17.8||6.15|0.3|||||||||||||||||0|blé, Beurre||
